Hive,HivePath,HiveType,Description,Category,KeyPath,ValueName,ValueType,ValueData,ValueData2,ValueData3,Comment,Recursive,Deleted,LastWriteTimestamp,PluginDetailFile
NTUSER,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Users\Default\NTUSER.DAT,NtUser,User Shell Folders,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,NetHood,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Network Shortcuts,,,Displays where a user's Shell folders are mapped to,False,False,2009-07-14 02:35:18.0530191,
NTUSER,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Users\Default\NTUSER.DAT,NtUser,User Shell Folders,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Personal,RegExpandSz,%USERPROFILE%\Documents,,,Displays where a user's Shell folders are mapped to,False,False,2009-07-14 02:35:18.0530191,
NTUSER,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Users\Default\NTUSER.DAT,NtUser,User Shell Folders,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Programs,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Start Menu\Programs,,,Displays where a user's Shell folders are mapped to,False,False,2009-07-14 02:35:18.0530191,
NTUSER,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Users\Default\NTUSER.DAT,NtUser,User Shell Folders,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Recent,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Recent,,,Displays where a user's Shell folders are mapped to,False,False,2009-07-14 02:35:18.0530191,
NTUSER,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Users\Default\NTUSER.DAT,NtUser,User Shell Folders,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,SendTo,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\SendTo,,,Displays where a user's Shell folders are mapped to,False,False,2009-07-14 02:35:18.0530191,
NTUSER,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Users\Default\NTUSER.DAT,NtUser,User Shell Folders,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Startup,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Startup,,,Displays where a user's Shell folders are mapped to,False,False,2009-07-14 02:35:18.0530191,
NTUSER,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Users\Default\NTUSER.DAT,NtUser,User Shell Folders,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Start Menu,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Start Menu,,,Displays where a user's Shell folders are mapped to,False,False,2009-07-14 02:35:18.0530191,
NTUSER,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Users\Default\NTUSER.DAT,NtUser,User Shell Folders,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Templates,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Templates,,,Displays where a user's Shell folders are mapped to,False,False,2009-07-14 02:35:18.0530191,
NTUSER,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Users\Default\NTUSER.DAT,NtUser,User Shell Folders,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,{374DE290-123F-4565-9164-39C4925E467B},RegExpandSz,%USERPROFILE%\Downloads,,,Displays where a user's Shell folders are mapped to,False,False,2009-07-14 02:35:18.0530191,
NTUSER,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Users\Default\NTUSER.DAT,NtUser,User Shell Folders,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,PrintHood,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Printer Shortcuts,,,Displays where a user's Shell folders are mapped to,False,False,2009-07-14 02:35:18.0530191,
NTUSER,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Users\Default\NTUSER.DAT,NtUser,Run (NTUSER),Autoruns,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Run,Sidebar,RegExpandSz,%ProgramFiles%\Windows Sidebar\Sidebar.exe /autoRun,,,Program execution upon successful user logon,False,False,2009-07-14 05:32:42.7505594,
NTUSER,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Users\Default\NTUSER.DAT,NtUser,RunOnce (NTUSER),Autoruns,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\RunOnce,mctadmin,RegSz,C:\Windows\System32\mctadmin.exe,,,Program execution upon successful user logon,False,False,2025-02-05 01:00:21.6578041,
NTUSER,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Users\Default\NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Internet Explorer\Main,Disable Script Debugger,RegSz,yes,,,Internet Explorer Registry artifacts,False,False,2009-07-14 05:32:42.7505594,
SAM,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SAM,Sam,User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Account\Users,V,(plugin),Username: Administrator Id: 500 ValidUserId: True,Created: 2025-02-04 09:02:59.6546158 Last login: 2010-11-21 03:47:20.9452429 Last password change: 2010-11-21 03:57:24.7150555 Last incorrect password:  Expires on: ,"Account flags: AccountDisabled, NormalUserAccount, PasswordDoesNotExpire",User accounts in SAM hive,False,False,2025-02-04 09:02:50.6690000,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\SAM\20250310062131\20250310062131_UserAccounts__SAM.csv
SAM,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SAM,Sam,User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Account\Users,V,(plugin),Username: Guest Id: 501 ValidUserId: True,Created: 2025-02-04 09:02:59.6546158 Last login:  Last password change:  Last incorrect password:  Expires on: ,"Account flags: AccountDisabled, PasswordNotRequired, NormalUserAccount, PasswordDoesNotExpire",User accounts in SAM hive,False,False,2025-02-04 09:02:50.6690000,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\SAM\20250310062131\20250310062131_UserAccounts__SAM.csv
SAM,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SAM,Sam,User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Account\Users,V,(plugin),Username: mrkdqp Id: 1000 ValidUserId: True,Created: 2025-02-04 09:02:50.6690000 Last login: 2025-03-10 06:00:31.4701975 Last password change: 2025-02-04 09:02:50.6846000 Last incorrect password: 2025-02-04 12:07:21.4599407 Expires on: ,Account flags: NormalUserAccount,User accounts in SAM hive,False,False,2025-02-04 09:02:50.6690000,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\SAM\20250310062131\20250310062131_UserAccounts__SAM.csv
SAM,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SAM,Sam,Built-in User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Builtin\Aliases,Multiple,(plugin),GroupName: Administrators,Comment: Administrators have complete and unrestricted access to the computer/domain,"Users: S-1-5-21-3271601533-2962133082-2800808169-500, S-1-5-21-3271601533-2962133082-2800808169-1000",Built-in accounts in SAM hive,False,False,2025-02-05 01:01:08.3868385,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\SAM\20250310062131\20250310062131_SAMBuiltin__SAM.csv
SAM,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SAM,Sam,Built-in User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Builtin\Aliases,Multiple,(plugin),GroupName: Users,Comment: Users are prevented from making accidental or intentional system-wide changes and can run most applications,"Users: S-1-5-4, S-1-5-11, S-1-5-21-3271601533-2962133082-2800808169-1000",Built-in accounts in SAM hive,False,False,2025-02-05 01:01:08.3868385,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\SAM\20250310062131\20250310062131_SAMBuiltin__SAM.csv
SAM,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SAM,Sam,Built-in User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Builtin\Aliases,Multiple,(plugin),GroupName: Guests,"Comment: Guests have the same access as members of the Users group by default, except for the Guest account which is further restricted",Users: S-1-5-21-3271601533-2962133082-2800808169-501,Built-in accounts in SAM hive,False,False,2025-02-05 01:01:08.3868385,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\SAM\20250310062131\20250310062131_SAMBuiltin__SAM.csv
SAM,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SAM,Sam,Built-in User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Builtin\Aliases,Multiple,(plugin),GroupName: Power Users,Comment: Power Users are included for backwards compatibility and possess limited administrative powers,Users: ,Built-in accounts in SAM hive,False,False,2025-02-05 01:01:08.3868385,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\SAM\20250310062131\20250310062131_SAMBuiltin__SAM.csv
SAM,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SAM,Sam,Built-in User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Builtin\Aliases,Multiple,(plugin),GroupName: Backup Operators,Comment: Backup Operators can override security restrictions for the sole purpose of backing up or restoring files,Users: ,Built-in accounts in SAM hive,False,False,2025-02-05 01:01:08.3868385,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\SAM\20250310062131\20250310062131_SAMBuiltin__SAM.csv
SAM,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SAM,Sam,Built-in User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Builtin\Aliases,Multiple,(plugin),GroupName: Replicator,Comment: Supports file replication in a domain,Users: ,Built-in accounts in SAM hive,False,False,2025-02-05 01:01:08.3868385,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\SAM\20250310062131\20250310062131_SAMBuiltin__SAM.csv
SAM,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SAM,Sam,Built-in User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Builtin\Aliases,Multiple,(plugin),GroupName: Remote Desktop Users,Comment: Members in this group are granted the right to logon remotely,Users: ,Built-in accounts in SAM hive,False,False,2025-02-05 01:01:08.3868385,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\SAM\20250310062131\20250310062131_SAMBuiltin__SAM.csv
SAM,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SAM,Sam,Built-in User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Builtin\Aliases,Multiple,(plugin),GroupName: Network Configuration Operators,Comment: Members in this group can have some administrative privileges to manage configuration of networking features,Users: ,Built-in accounts in SAM hive,False,False,2025-02-05 01:01:08.3868385,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\SAM\20250310062131\20250310062131_SAMBuiltin__SAM.csv
SAM,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SAM,Sam,Built-in User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Builtin\Aliases,Multiple,(plugin),GroupName: Performance Monitor Users,Comment: Members of this group can access performance counter data locally and remotely,Users: ,Built-in accounts in SAM hive,False,False,2025-02-05 01:01:08.3868385,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\SAM\20250310062131\20250310062131_SAMBuiltin__SAM.csv
SAM,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SAM,Sam,Built-in User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Builtin\Aliases,Multiple,(plugin),GroupName: Performance Log Users,"Comment: Members of this group may schedule logging of performance counters, enable trace providers, and collect event traces both locally and via remote access to this computer",Users: ,Built-in accounts in SAM hive,False,False,2025-02-05 01:01:08.3868385,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\SAM\20250310062131\20250310062131_SAMBuiltin__SAM.csv
SAM,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SAM,Sam,Built-in User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Builtin\Aliases,Multiple,(plugin),GroupName: Distributed COM Users,"Comment: Members are allowed to launch, activate and use Distributed COM objects on this machine.",Users: ,Built-in accounts in SAM hive,False,False,2025-02-05 01:01:08.3868385,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\SAM\20250310062131\20250310062131_SAMBuiltin__SAM.csv
SAM,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SAM,Sam,Built-in User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Builtin\Aliases,Multiple,(plugin),GroupName: IIS_IUSRS,Comment: Built-in group used by Internet Information Services.,Users: S-1-5-17,Built-in accounts in SAM hive,False,False,2025-02-05 01:01:08.3868385,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\SAM\20250310062131\20250310062131_SAMBuiltin__SAM.csv
SAM,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SAM,Sam,Built-in User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Builtin\Aliases,Multiple,(plugin),GroupName: Cryptographic Operators,Comment: Members are authorized to perform cryptographic operations.,Users: ,Built-in accounts in SAM hive,False,False,2025-02-05 01:01:08.3868385,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\SAM\20250310062131\20250310062131_SAMBuiltin__SAM.csv
SAM,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SAM,Sam,Built-in User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Builtin\Aliases,Multiple,(plugin),GroupName: Event Log Readers,Comment: Members of this group can read event logs from local machine,Users: ,Built-in accounts in SAM hive,False,False,2025-02-05 01:01:08.3868385,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\SAM\20250310062131\20250310062131_SAMBuiltin__SAM.csv
SECURITY,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SECURITY,Security,User Accounts (SECURITY),User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-1-0,(default),RegBinary,,,,Built-in accounts in SECURITY hive,False,False,2009-07-14 04:45:43.0420395,
SECURITY,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SECURITY,Security,User Accounts (SECURITY),User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-19,(default),RegBinary,,,,Built-in accounts in SECURITY hive,False,False,2009-07-14 04:45:46.2712452,
SECURITY,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SECURITY,Security,User Accounts (SECURITY),User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-20,(default),RegBinary,,,,Built-in accounts in SECURITY hive,False,False,2009-07-14 04:46:08.2516838,
SECURITY,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SECURITY,Security,User Accounts (SECURITY),User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-21-3271601533-2962133082-2800808169-501,(default),RegBinary,,,,Built-in accounts in SECURITY hive,False,False,2025-02-05 01:01:04.4088315,
SECURITY,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SECURITY,Security,User Accounts (SECURITY),User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-32-544,(default),RegBinary,,,,Built-in accounts in SECURITY hive,False,False,2009-07-14 04:45:43.6972407,
SECURITY,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SECURITY,Security,User Accounts (SECURITY),User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-32-545,(default),RegBinary,,,,Built-in accounts in SECURITY hive,False,False,2009-07-14 04:45:45.2884435,
SECURITY,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SECURITY,Security,User Accounts (SECURITY),User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-32-551,(default),RegBinary,,,,Built-in accounts in SECURITY hive,False,False,2009-07-14 04:45:44.2120416,
SECURITY,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SECURITY,Security,User Accounts (SECURITY),User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-32-555,(default),RegBinary,,,,Built-in accounts in SECURITY hive,False,False,2009-07-14 04:48:56.8879800,
